AffairShortId,AffairTitle,VoteDate,VoteMeaningYes,VoteMeaningNo
20180074,Environnement mondial 2019-2022. Crédit-cadre,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Proposta della maggioranza,Proposta della minoranza Meyer Mattea (secondo CF)
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Accettare il progetto,Respingere il progetto
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Proposta della maggioranza,Proposta della minoranza Bourgeois
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Proposta della maggioranza,Proposta della minoranza Kiener Nellen
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Accettare l'art. 9 secondo la regola sul freno alle spese,Respingere l'art. 9
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,"Proposta della maggioranza (=stralciare, secondo CF)",Proposta della minoranza Bendahan (=secondo diritto vigente)
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Proposta della maggioranza (secondo CF),Proposta della minoranza Kiener Nellen
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Proposta della maggioranza (secondo CF),Proposta della minoranza Egger Thomas
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Accettare l'art. 19a secondo la regola sul freno alle spese,Respingere l'art 19a
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Accettare l'art. 4 secondo la regola sul freno alle spese,Respingere l'art 4
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Accettare l'art. 3a secondo la regola sul freno alle spese,Respingere l'art 3a
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Proposta della maggioranza,Proposta della minoranza Schwander
20180075,Loi sur la péréquation financière et la compensation des charges. Modification,May 07 2019,Accettare l'art. 19c cpv. 1-3 secondo la regola sul freno alle spese,Respingere l'art 19c cpv. 1-3
20180078,Programme de développement stratégique de l’infrastructure ferroviaire. Etape d’aménagement 2035,Jun 04 2019,Proposta della maggioranza,Proposta della minoranza Fluri I (stralciare Winterthur Grüze Nord)
20180078,Programme de développement stratégique de l’infrastructure ferroviaire. Etape d’aménagement 2035,Jun 04 2019,Proposta della maggioranza,Proposta della minoranza Fluri II (stralciare Thun Nord) 
20180078,Programme de développement stratégique de l’infrastructure ferroviaire. Etape d’aménagement 2035,Jun 04 2019,Accettare l'articolo secondo la regola del freno alle spese,Respingere l'articolo
20180078,Programme de développement stratégique de l’infrastructure ferroviaire. Etape d’aménagement 2035,Jun 04 2019,Accettare il progetto,Respingere il progetto
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 19 2019,Proposta della maggioranza (mantenere) ,Proposta della minoranza Sauter (secondo CS)
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 19 2019,Accettare la proposta di rivenire,Respingere la proposta di rivenire 
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 19 2019,Proposta della maggioranza (mantenere),Proposta della minoranza Sauter (secondo CF)
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 21 2019,Adesione alla proposta della conferenza di conciliazione,Reiezione della proposta
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 14 2019,Proposta della maggioranza,Proposta della minoranza Sauter (stralciare) 
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Accettare il progetto,Respingere il progetto
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Proposta della maggioranza (secondo CS e CF),Proposta della minoranza Aeschi Thomas
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Accettare l'articolo secondo la regola del freno alle spese,Respingere l'articolo
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Proposta della maggioranza,Proposta della minoranza Ruiz Rebecca
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Proposta della maggioranza (secondo CS e CF),Proposta della minoranza Ruiz Rebecca
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Proposta della commissione,Proposta individuale Herzog 
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Proposta della maggioranza,Proposta della minoranza Brand 
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180081,Loi sur les produits thérapeutiques. Nouvelle réglementation sur les dispositifs médicaux,Mar 06 2019,Proposta della maggioranza (secondo CS e CF),Proposta della minoranza Heim (ripresa da Gysi)
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Aeschi Thomas
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Accettare il progetto,Respingere il progetto
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Aeschi Thomas (non entrare in materia)
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Proposta della maggioranza,Proposta Schneeberger
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Proposta Schneeberger,Proposta della minoranza Barazzone (secondo CF)
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Marra
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Proposta della maggioranza (stralciare = diritto vigente),Proposta della minoranza Marra (secondo CF) 
20180082,Mise en oeuvre des recommandations du Forum mondial sur la transparence et l’échange de renseignements à des fins fiscales,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Marra (secondo CF) 
20180083,Loi sur le transfert des biens culturels et loi fédérale sur la navigation maritime sous pavillon suisse. Modification,Mar 19 2019,Accettare il progetto,Respingere il progetto
20180084,Valeur du patrimoine culturel pour la société (convention de Faro). Ratification,Mar 19 2019,Accettare il progetto,Respingere il progetto
20180086,Sécurité sociale. Convention avec le Kosovo,Jun 05 2019,Proposta della maggioranza (secondo CF) ,Proposta della minoranza Clottu (secondo CS)
20180086,Sécurité sociale. Convention avec le Kosovo,Jun 05 2019,Accettare il progetto,Respingere il progetto
20180087,Développement de l'acquis de Schengen. Reprise des bases juridiques en vue de la création et de l'utilisation du système d'entrée et de sortie EES,Jun 03 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Glättli (non entrare in materia)
20180087,Développement de l'acquis de Schengen. Reprise des bases juridiques en vue de la création et de l'utilisation du système d'entrée et de sortie EES,Jun 03 2019,Accettare il progetto,Respingere il progetto
20180091,Loi sur les allocations familiales. Modification,Mar 19 2019,Proposta della maggioranza (secondo CF),Proposta della minoranza Feri Yvonne (ripresa da Gysi Barbara)
20180091,Loi sur les allocations familiales. Modification,Mar 19 2019,Proposta della maggioranza e minoranza Feri Yvonne (ripresa da Gysi Barbara),Proposta del Consiglio federale e proposta individuale Aeschi Thomas 
20180091,Loi sur les allocations familiales. Modification,Mar 19 2019,Accettare il progetto,Respingere il progetto
20180095,Loi sur la protection de l’environnement. Interdiction de mise sur le marché de bois récolté illégalement,Jun 05 2019,Proposta della maggioranza,Proposta della minoranza Knecht (secondo CF)
20180095,Loi sur la protection de l’environnement. Interdiction de mise sur le marché de bois récolté illégalement,Jun 05 2019,Accettare il progetto,Respingere il progetto
20180095,Loi sur la protection de l’environnement. Interdiction de mise sur le marché de bois récolté illégalement,Jun 05 2019,Proposta della commissione,Proposta individuale Flückiger
20180303,Exclusion de l'huile de palme et de ses dérivés des discussions de libre-échange entre la Suisse et la Malaisie et l'Indonésie,Mar 21 2019,Proposta della maggioranza (non dare seguito),Proposta della minoranza Sommaruga Carlo (dare seguito)
20180401,Renouvellement du Fonds suisse pour le paysage 2021-2031,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180401,Renouvellement du Fonds suisse pour le paysage 2021-2031,Mar 11 2019,Accettare il progetto,Respingere il progetto
20180401,Renouvellement du Fonds suisse pour le paysage 2021-2031,Mar 11 2019,Accettare l'articolo secondo la regola del freno alle spese,Respingere l'articolo
20180408,Pour combler les lacunes de l'assurance-accidents,Mar 19 2019,Proposta della maggioranza (non dare seguito),Proposta della minoranza Gysi (dare seguito)
20180409,Transparence des salaires pour promouvoir l'égalité salariale,Sep 20 2018,Proposition de la majorité (ne pas donner suite),Proposition de la minorité Munz (donner suite)
20180420,Votations et élections. Garantir la confiance dans les résultats est un fondement de la démocratie,Sep 11 2018,Proposition de la majorité (ne pas donner suite) ,Proposition de la minorité Addor (donner suite)
20180440,Prolongation pour une durée déterminée de la limitation de l'admission à pratiquer définie à l'article 55a LAMal,Nov 26 2018,Adopter le projet,Rejeter le projet
20180440,Prolongation pour une durée déterminée de la limitation de l'admission à pratiquer définie à l'article 55a LAMal,Dec 14 2018,Accettare il progetto,Respingere il progetto
20180463,Anciens conseillers fédéraux. Délai d'attente,Jun 03 2019,Proposta della maggioranza (dare seguito),Proposta della minoranza Brunner Hansjörg (non dare seguito)
20180464,Cour d'appel du Tribunal pénal fédéral. Davantage de postes à plein temps,Dec 10 2018,Accettare il progetto,Respingere il progetto
20180464,Cour d'appel du Tribunal pénal fédéral. Davantage de postes à plein temps,Dec 14 2018,Accettare il progetto,Respingere il progetto
20182014,Pour le droit d'asile des Érythréens!,Sep 28 2018,Proposition de la majorité ( = ne pas donner suite),Proposition de la minorité Glättli ( = renvoyer la pétition à la commission)
20182017,Sauvetage des migrants en Méditerranée,Mar 22 2019,Proposta della maggioranza (dare seguito) ,Proposta della minoranza Arslan (rinviare alle commissione)
20183000,Stimuler les investissements pour maintenir à long terme les installations suisses de production électrique,Sep 11 2018,Proposition de la majorité (adopter la motion) ,Proposition de la minorité Knecht et CF (rejeter)
20183002,Adaptations ponctuelles du statut des étrangers admis à titre provisoire,Jun 12 2018,Proposition de la majorité et du CF (adopter la motion),Proposition de la minorité Glarner (rejeter la motion)
20183004,Ne pas exposer inutilement la sphère privée de personnes mises en examen,Mar 07 2018,Proposition de la majorité (Adopter la motion),Proposition de la minorité Leutenegger Oberholzer  (Rejeter la motion)
20183007,Les banques d'importance systémique doivent mettre à disposition des Suisses de l'étranger des informations spécifiques à leurs besoins,Jun 05 2018,Proposition de la commission (adopter la motion),Proposition de la minorité Portmann (rejeter la motion)
